                             component htbin njetbin mhtbin        jet_pt      n   nvar
             TTJets_DiLept_madgraphMLM  1200       6    400 398.107170553      7      7
             TTJets_DiLept_madgraphMLM  1200       6    400 446.683592151     12     12
             TTJets_DiLept_madgraphMLM  1200       6    400 501.187233627     10     10
             TTJets_DiLept_madgraphMLM  1200       6    400  562.34132519     16     16
             TTJets_DiLept_madgraphMLM  1200       6    400  630.95734448     20     20
             TTJets_DiLept_madgraphMLM  1200       6    400 707.945784384     22     22
             TTJets_DiLept_madgraphMLM  1200       6    400 794.328234724     17     17
             TTJets_DiLept_madgraphMLM  1200       6    400 891.250938134     18     18
             TTJets_DiLept_madgraphMLM  1200       6    400        1000.0      6      6
             TTJets_DiLept_madgraphMLM  1200       6    400  1122.0184543      3      3
             TTJets_DiLept_madgraphMLM  1200       6    400 1258.92541179      2      2
             TTJets_DiLept_madgraphMLM  1200       6    400 1412.53754462      0      0
             TTJets_DiLept_madgraphMLM  1200       6    400 1584.89319246      2      2
             TTJets_DiLept_madgraphMLM  1200       6    400 1778.27941004      0      0
             TTJets_DiLept_madgraphMLM  1200       6    400 1995.26231497      0      0
             TTJets_DiLept_madgraphMLM  1200       6    600 251.188643151      0      0
             TTJets_DiLept_madgraphMLM  1200       6    600 281.838293126      0      0
             TTJets_DiLept_madgraphMLM  1200       6    600 316.227766017      1      1
             TTJets_DiLept_madgraphMLM  1200       6    600 354.813389234      0      0
             TTJets_DiLept_madgraphMLM  1200       6    600 398.107170553      0      0
             TTJets_DiLept_madgraphMLM  1200       6    600 446.683592151      0      0
             TTJets_DiLept_madgraphMLM  1200       6    600 501.187233627      4      4
             TTJets_DiLept_madgraphMLM  1200       6    600  562.34132519      1      1
             TTJets_DiLept_madgraphMLM  1200       6    600  630.95734448      2      2
             TTJets_DiLept_madgraphMLM  1200       6    600 707.945784384      6      6
             TTJets_DiLept_madgraphMLM  1200       6    600 794.328234724      7      7
             TTJets_DiLept_madgraphMLM  1200       6    600 891.250938134      2      2
             TTJets_DiLept_madgraphMLM  1200       6    600        1000.0      4      4
             TTJets_DiLept_madgraphMLM  1200       6    600  1122.0184543      3      3
             TTJets_DiLept_madgraphMLM  1200       6    600 1258.92541179      1      1
             TTJets_DiLept_madgraphMLM  1200       6    600 1412.53754462      2      2
             TTJets_DiLept_madgraphMLM  1200       6    600 1584.89319246      1      1
             TTJets_DiLept_madgraphMLM  1200       6    600 1778.27941004      0      0
             TTJets_DiLept_madgraphMLM  1200       6    600 1995.26231497      1      1
             TTJets_DiLept_madgraphMLM  1200       6    600 2238.72113857      1      1
             TTJets_DiLept_madgraphMLM  1200       6    600 2511.88643151      0      0
         TTJets_HT600to800_madgraphMLM   400       2    200 251.188643151      1      1
         TTJets_HT600to800_madgraphMLM   400       2    200 281.838293126      6      6
         TTJets_HT600to800_madgraphMLM   400       2    200 316.227766017     11     11
         TTJets_HT600to800_madgraphMLM   400       2    200 354.813389234     33     33
         TTJets_HT600to800_madgraphMLM   400       2    200 398.107170553     52     52
         TTJets_HT600to800_madgraphMLM   400       2    200 446.683592151     60     60
         TTJets_HT600to800_madgraphMLM   400       2    200 501.187233627     42     42
         TTJets_HT600to800_madgraphMLM   400       2    200  562.34132519      6      6
         TTJets_HT600to800_madgraphMLM   400       2    200  630.95734448      0      0
         TTJets_HT600to800_madgraphMLM   400       2    400 251.188643151      0      0
         TTJets_HT600to800_madgraphMLM   400       2    400 281.838293126      0      0
         TTJets_HT600to800_madgraphMLM   400       2    400 316.227766017      3      3
         TTJets_HT600to800_madgraphMLM   400       2    400 354.813389234      3      3
         TTJets_HT600to800_madgraphMLM   400       2    400 398.107170553      7      7
         TTJets_HT600to800_madgraphMLM   400       2    400 446.683592151     21     21
         TTJets_HT600to800_madgraphMLM   400       2    400 501.187233627     59     59
         TTJets_HT600to800_madgraphMLM   400       2    400  562.34132519    120    120
         TTJets_HT600to800_madgraphMLM   400       2    400  630.95734448     58     58
         TTJets_HT600to800_madgraphMLM   400       2    400 707.945784384      0      0
         TTJets_HT600to800_madgraphMLM   400       2    600 316.227766017      0      0
         TTJets_HT600to800_madgraphMLM   400       2    600 354.813389234      0      0
         TTJets_HT600to800_madgraphMLM   400       2    600 398.107170553      0      0
         TTJets_HT600to800_madgraphMLM   400       2    600 446.683592151      1      1
         TTJets_HT600to800_madgraphMLM   400       2    600 501.187233627      5      5
         TTJets_HT600to800_madgraphMLM   400       2    600  562.34132519     15     15
         TTJets_HT600to800_madgraphMLM   400       2    600  630.95734448     44     44
         TTJets_HT600to800_madgraphMLM   400       2    600 707.945784384      6      6
         TTJets_HT600to800_madgraphMLM   400       2    600 794.328234724      0      0
         TTJets_HT600to800_madgraphMLM   400       3    200 141.253754462      4      4
         TTJets_HT600to800_madgraphMLM   400       3    200 158.489319246     14     14
         TTJets_HT600to800_madgraphMLM   400       3    200 177.827941004     69     69
         TTJets_HT600to800_madgraphMLM   400       3    200 199.526231497    197    197
         TTJets_HT600to800_madgraphMLM   400       3    200 223.872113857    538    538
         TTJets_HT600to800_madgraphMLM   400       3    200 251.188643151    957    957
         TTJets_HT600to800_madgraphMLM   400       3    200 281.838293126   1273   1273
         TTJets_HT600to800_madgraphMLM   400       3    200 316.227766017   1667   1667
         TTJets_HT600to800_madgraphMLM   400       3    200 354.813389234   2070   2070
         TTJets_HT600to800_madgraphMLM   400       3    200 398.107170553   2205   2205
         TTJets_HT600to800_madgraphMLM   400       3    200 446.683592151   1829   1829
         TTJets_HT600to800_madgraphMLM   400       3    200 501.187233627    729    729
         TTJets_HT600to800_madgraphMLM   400       3    200  562.34132519     43     43
         TTJets_HT600to800_madgraphMLM   400       3    200  630.95734448      0      0
         TTJets_HT600to800_madgraphMLM   400       3    400 141.253754462      0      0
         TTJets_HT600to800_madgraphMLM   400       3    400 158.489319246      0      0
         TTJets_HT600to800_madgraphMLM   400       3    400 177.827941004      3      3
         TTJets_HT600to800_madgraphMLM   400       3    400 199.526231497      7      7
         TTJets_HT600to800_madgraphMLM   400       3    400 223.872113857     33     33
         TTJets_HT600to800_madgraphMLM   400       3    400 251.188643151     61     61
         TTJets_HT600to800_madgraphMLM   400       3    400 281.838293126    126    126
         TTJets_HT600to800_madgraphMLM   400       3    400 316.227766017    194    194
         TTJets_HT600to800_madgraphMLM   400       3    400 354.813389234    225    225
         TTJets_HT600to800_madgraphMLM   400       3    400 398.107170553    336    336
         TTJets_HT600to800_madgraphMLM   400       3    400 446.683592151    485    485
         TTJets_HT600to800_madgraphMLM   400       3    400 501.187233627    588    588
         TTJets_HT600to800_madgraphMLM   400       3    400  562.34132519    485    485
         TTJets_HT600to800_madgraphMLM   400       3    400  630.95734448     48     48
         TTJets_HT600to800_madgraphMLM   400       3    400 707.945784384      0      0
         TTJets_HT600to800_madgraphMLM   400       3    600 177.827941004      0      0
         TTJets_HT600to800_madgraphMLM   400       3    600 199.526231497      0      0
         TTJets_HT600to800_madgraphMLM   400       3    600 223.872113857      2      2
         TTJets_HT600to800_madgraphMLM   400       3    600 251.188643151      1      1
         TTJets_HT600to800_madgraphMLM   400       3    600 281.838293126      3      3
         TTJets_HT600to800_madgraphMLM   400       3    600 316.227766017      6      6
         TTJets_HT600to800_madgraphMLM   400       3    600 354.813389234      4      4
         TTJets_HT600to800_madgraphMLM   400       3    600 398.107170553     11     11
         TTJets_HT600to800_madgraphMLM   400       3    600 446.683592151     14     14
         TTJets_HT600to800_madgraphMLM   400       3    600 501.187233627     31     31
         TTJets_HT600to800_madgraphMLM   400       3    600  562.34132519     41     41
         TTJets_HT600to800_madgraphMLM   400       3    600  630.95734448     37     37
         TTJets_HT600to800_madgraphMLM   400       3    600 707.945784384      0      0
         TTJets_HT600to800_madgraphMLM   400       6    200  112.20184543      3      3
         TTJets_HT600to800_madgraphMLM   400       6    200 125.892541179     19     19
         TTJets_HT600to800_madgraphMLM   400       6    200 141.253754462     44     44
         TTJets_HT600to800_madgraphMLM   400       6    200 158.489319246    127    127
         TTJets_HT600to800_madgraphMLM   400       6    200 177.827941004    268    268
         TTJets_HT600to800_madgraphMLM   400       6    200 199.526231497    399    399
         TTJets_HT600to800_madgraphMLM   400       6    200 223.872113857    579    579
         TTJets_HT600to800_madgraphMLM   400       6    200 251.188643151    651    651
         TTJets_HT600to800_madgraphMLM   400       6    200 281.838293126    605    605
         TTJets_HT600to800_madgraphMLM   400       6    200 316.227766017    562    562
         TTJets_HT600to800_madgraphMLM   400       6    200 354.813389234    488    488
         TTJets_HT600to800_madgraphMLM   400       6    200 398.107170553    307    307
         TTJets_HT600to800_madgraphMLM   400       6    200 446.683592151     82     82
